hometeam,date,home_FG,home_FGA,home_FGpct,home_3P,home_3PA,home_3Ppct,home_FT,home_FTA,home_FTpct,home_PF,home_PTS
San Antonio Spurs,2019-03-10,49,100,.490,12,29,.414,11,15,.733,18,121
Brooklyn Nets,2019-03-11,39,79,.494,11,31,.355,14,22,.636,18,103
Cleveland Cavaliers,2019-03-11,44,94,.468,18,41,.439,20,21,.952,19,126
Houston Rockets,2019-03-11,38,91,.418,17,43,.395,25,27,.926,17,118
Los Angeles Clippers,2019-03-11,53,86,.616,13,28,.464,21,25,.840,26,140
Utah Jazz,2019-03-11,32,88,.364,13,43,.302,12,17,.706,25,89
Washington Wizards,2019-03-11,40,86,.465,14,37,.378,27,33,.818,25,121
Chicago Bulls,2019-03-12,42,91,.462,11,27,.407,12,12,1.000,22,107
Dallas Mavericks,2019-03-12,38,82,.463,14,39,.359,15,26,.577,16,105
Denver Nuggets,2019-03-12,51,85,.600,18,30,.600,13,15,.867,16,133
Indiana Pacers,2019-03-12,37,85,.435,8,28,.286,21,29,.724,22,103
Los Angeles Clippers,2019-03-12,38,95,.400,9,15,.600,19,27,.704,21,104
New Orleans Pelicans,2019-03-12,46,107,.430,10,47,.213,11,16,.688,23,113
Philadelphia 76ers,2019-03-12,42,85,.494,8,23,.348,14,17,.824,18,106
Atlanta Hawks,2019-03-13,52,103,.505,17,45,.378,11,14,.786,26,132
Houston Rockets,2019-03-13,37,78,.474,11,41,.268,19,23,.826,16,104
Miami Heat,2019-03-13,39,84,.464,11,28,.393,19,24,.792,18,108
Oklahoma City Thunder,2019-03-13,41,96,.427,11,28,.393,15,19,.789,20,108
Phoenix Suns,2019-03-13,36,82,.439,7,19,.368,18,23,.783,20,97
Washington Wizards,2019-03-13,42,90,.467,8,27,.296,8,12,.667,13,100
Boston Celtics,2019-03-14,49,97,.505,9,28,.321,19,26,.731,20,126
Denver Nuggets,2019-03-14,39,81,.481,8,29,.276,14,17,.824,16,100
Indiana Pacers,2019-03-14,37,82,.451,7,22,.318,27,32,.844,17,108
Orlando Magic,2019-03-14,45,93,.484,14,31,.452,16,21,.762,14,120
Toronto Raptors,2019-03-14,36,91,.396,16,41,.390,23,29,.793,20,111
Utah Jazz,2019-03-14,44,89,.494,13,38,.342,19,27,.704,20,120
Detroit Pistons,2019-03-15,37,86,.430,17,39,.436,20,32,.625,19,111
Houston Rockets,2019-03-15,36,83,.434,11,40,.275,25,33,.758,20,108
Los Angeles Clippers,2019-03-15,44,99,.444,10,20,.500,30,35,.857,30,128
Miami Heat,2019-03-15,38,93,.409,8,22,.364,14,25,.560,18,98
New Orleans Pelicans,2019-03-15,45,94,.479,8,30,.267,12,25,.480,23,110
Philadelphia 76ers,2019-03-15,46,91,.505,7,24,.292,24,27,.889,18,123
San Antonio Spurs,2019-03-15,47,88,.534,7,21,.333,8,10,.800,13,109
Washington Wizards,2019-03-15,41,84,.488,13,34,.382,15,19,.789,14,110
Boston Celtics,2019-03-16,44,93,.473,13,36,.361,28,37,.757,21,129
Dallas Mavericks,2019-03-16,46,89,.517,16,34,.471,13,16,.813,22,121
Denver Nuggets,2019-03-16,39,82,.476,11,38,.289,13,20,.650,22,102
New Orleans Pelicans,2019-03-16,47,102,.461,15,30,.500,27,41,.659,30,136
Oklahoma City Thunder,2019-03-16,31,96,.323,13,41,.317,13,23,.565,18,88
San Antonio Spurs,2019-03-16,37,79,.468,8,17,.471,26,30,.867,14,108
Utah Jazz,2019-03-16,39,91,.429,13,36,.361,23,31,.742,21,114
Washington Wizards,2019-03-16,41,81,.506,17,35,.486,36,43,.837,21,135
Detroit Pistons,2019-03-17,39,83,.470,8,27,.296,24,27,.889,18,110
Houston Rockets,2019-03-17,43,94,.457,21,50,.420,10,14,.714,25,117
Los Angeles Clippers,2019-03-17,42,97,.433,12,31,.387,23,28,.821,25,119
Miami Heat,2019-03-17,34,86,.395,13,33,.394,12,19,.632,21,93
Milwaukee Bucks,2019-03-17,43,95,.453,16,50,.320,23,28,.821,22,125
New York Knicks,2019-03-17,44,76,.579,12,26,.462,24,29,.828,26,124
Orlando Magic,2019-03-17,33,85,.388,9,37,.243,26,33,.788,15,101
Sacramento Kings,2019-03-17,54,103,.524,8,23,.348,13,16,.813,21,129
Boston Celtics,2019-03-18,39,93,.419,12,39,.308,15,19,.789,16,105
Cleveland Cavaliers,2019-03-18,46,79,.582,11,22,.500,23,27,.852,16,126
Dallas Mavericks,2019-03-18,46,105,.438,9,35,.257,24,29,.828,26,125
Oklahoma City Thunder,2019-03-18,38,87,.437,10,37,.270,21,27,.778,17,107
Phoenix Suns,2019-03-18,39,84,.464,7,26,.269,16,26,.615,22,101
Portland Trail Blazers,2019-03-18,37,79,.468,13,32,.406,19,21,.905,23,106
San Antonio Spurs,2019-03-18,41,88,.466,10,26,.385,19,22,.864,12,111
Toronto Raptors,2019-03-18,49,88,.557,17,40,.425,13,22,.591,22,128
Washington Wizards,2019-03-18,34,81,.420,8,27,.296,19,22,.864,16,95
Atlanta Hawks,2019-03-19,39,84,.464,15,40,.375,12,15,.800,23,105
Charlotte Hornets,2019-03-19,36,83,.434,9,35,.257,33,44,.750,22,114
Los Angeles Clippers,2019-03-19,43,89,.483,10,34,.294,19,27,.704,20,115
Milwaukee Bucks,2019-03-19,41,89,.461,15,47,.319,18,27,.667,19,115
Minnesota Timberwolves,2019-03-19,36,89,.404,9,36,.250,26,32,.813,14,107
Sacramento Kings,2019-03-19,49,95,.516,9,25,.360,14,20,.700,19,121
Chicago Bulls,2019-03-20,50,106,.472,12,23,.522,14,17,.824,16,126
Cleveland Cavaliers,2019-03-20,39,93,.419,11,39,.282,18,24,.750,17,107
Memphis Grizzlies,2019-03-20,41,89,.461,13,37,.351,31,39,.795,19,126
New York Knicks,2019-03-20,45,86,.523,13,31,.419,13,21,.619,21,116
Oklahoma City Thunder,2019-03-20,43,103,.417,13,43,.302,15,29,.517,22,114
Orlando Magic,2019-03-20,46,102,.451,15,38,.395,12,14,.857,14,119
Philadelphia 76ers,2019-03-20,34,90,.378,11,33,.333,39,43,.907,17,118
Portland Trail Blazers,2019-03-20,45,91,.495,16,36,.444,20,25,.800,17,126
San Antonio Spurs,2019-03-20,38,88,.432,14,34,.412,15,21,.714,13,105
Atlanta Hawks,2019-03-21,41,87,.471,19,40,.475,16,23,.696,23,117
Charlotte Hornets,2019-03-21,43,100,.430,9,29,.310,18,24,.750,24,113
Golden State Warriors,2019-03-21,44,89,.494,13,36,.361,11,16,.688,19,112
Phoenix Suns,2019-03-21,35,73,.479,7,26,.269,21,26,.808,27,98
Sacramento Kings,2019-03-21,41,87,.471,13,35,.371,21,28,.750,18,116
Washington Wizards,2019-03-21,40,79,.506,8,28,.286,20,21,.952,15,108
Cleveland Cavaliers,2019-03-22,43,90,.478,12,31,.387,10,13,.769,22,108
Houston Rockets,2019-03-22,36,86,.419,14,37,.378,25,32,.781,19,111
Los Angeles Lakers,2019-03-22,37,96,.385,9,36,.250,23,32,.719,26,106
Milwaukee Bucks,2019-03-22,43,85,.506,17,34,.500,13,20,.650,23,116
New York Knicks,2019-03-22,34,90,.378,9,32,.281,16,21,.762,15,93
Orlando Magic,2019-03-22,44,93,.473,14,39,.359,21,27,.778,16,123
Toronto Raptors,2019-03-22,39,78,.500,13,25,.520,18,21,.857,24,109
Atlanta Hawks,2019-03-23,49,106,.462,15,47,.319,16,21,.762,25,129
Chicago Bulls,2019-03-23,33,92,.359,2,16,.125,15,20,.750,16,83
Charlotte Hornets,2019-03-23,42,95,.442,18,38,.474,22,28,.786,15,124
Golden State Warriors,2019-03-23,36,90,.400,4,30,.133,15,21,.714,22,91
Memphis Grizzlies,2019-03-23,36,96,.375,10,33,.303,17,22,.773,22,99
Portland Trail Blazers,2019-03-23,43,79,.544,11,26,.423,20,27,.741,14,117
Sacramento Kings,2019-03-23,39,92,.424,17,38,.447,17,22,.773,19,112
Washington Wizards,2019-03-23,41,96,.427,9,30,.300,17,23,.739,20,108
Boston Celtics,2019-03-24,38,94,.404,7,35,.200,13,16,.813,14,96
Golden State Warriors,2019-03-24,46,74,.622,13,25,.520,16,19,.842,23,121
Indiana Pacers,2019-03-24,51,91,.560,8,18,.444,14,17,.824,17,124
Los Angeles Lakers,2019-03-24,39,85,.459,13,40,.325,20,24,.833,22,111
Milwaukee Bucks,2019-03-24,48,87,.552,15,41,.366,16,21,.762,13,127
New Orleans Pelicans,2019-03-24,38,92,.413,7,28,.250,7,10,.700,9,90
New York Knicks,2019-03-24,41,86,.477,9,33,.273,22,25,.880,24,113
Toronto Raptors,2019-03-24,45,77,.584,11,26,.423,13,13,1.000,17,114
Memphis Grizzlies,2019-03-25,40,89,.449,11,33,.333,24,31,.774,18,115
Orlando Magic,2019-03-25,45,87,.517,11,29,.379,18,23,.783,18,119
Portland Trail Blazers,2019-03-25,53,121,.438,14,45,.311,28,36,.778,30,148
Utah Jazz,2019-03-25,48,86,.558,10,21,.476,19,23,.826,23,125
Charlotte Hornets,2019-03-26,46,100,.460,13,42,.310,20,28,.714,18,125
Cleveland Cavaliers,2019-03-26,39,80,.488,9,28,.321,19,25,.760,21,106
Dallas Mavericks,2019-03-26,39,77,.506,15,45,.333,28,32,.875,26,121
Denver Nuggets,2019-03-26,37,87,.425,7,27,.259,14,20,.700,19,95
Los Angeles Lakers,2019-03-26,48,89,.539,11,33,.333,17,23,.739,21,124
Miami Heat,2019-03-26,36,86,.419,10,33,.303,17,21,.810,22,99
Milwaukee Bucks,2019-03-26,42,94,.447,14,34,.412,10,13,.769,11,108
Minnesota Timberwolves,2019-03-26,41,94,.436,9,27,.333,20,33,.606,18,111
New Orleans Pelicans,2019-03-26,39,83,.470,12,34,.353,30,40,.750,23,120
Toronto Raptors,2019-03-26,42,86,.488,12,28,.429,16,16,1.000,16,112
Chicago Bulls,2019-03-27,39,91,.429,5,23,.217,15,19,.789,19,98
Memphis Grizzlies,2019-03-27,39,100,.390,10,31,.323,15,21,.714,16,103
Oklahoma City Thunder,2019-03-27,41,92,.446,13,36,.361,12,19,.632,14,107
Phoenix Suns,2019-03-27,43,87,.494,14,37,.378,21,26,.808,28,121
Utah Jazz,2019-03-27,41,83,.494,10,32,.313,23,36,.639,18,115
Detroit Pistons,2019-03-28,46,86,.535,17,35,.486,6,12,.500,18,115
Houston Rockets,2019-03-28,40,87,.460,15,40,.375,17,20,.850,19,112
Miami Heat,2019-03-28,39,89,.438,7,30,.233,20,27,.741,22,105
Milwaukee Bucks,2019-03-28,45,86,.523,16,37,.432,22,27,.815,21,128
New Orleans Pelicans,2019-03-28,49,97,.505,9,28,.321,14,14,1.000,16,121
New York Knicks,2019-03-28,31,85,.365,6,26,.231,24,32,.750,22,92
Philadelphia 76ers,2019-03-28,45,90,.500,12,25,.480,21,28,.750,23,123
San Antonio Spurs,2019-03-28,45,85,.529,14,33,.424,12,17,.706,14,116
Atlanta Hawks,2019-03-29,38,94,.404,9,38,.237,13,14,.929,22,98
Boston Celtics,2019-03-29,44,86,.512,13,27,.481,13,17,.765,19,114
Los Angeles Lakers,2019-03-29,51,91,.560,18,38,.474,9,12,.750,17,129
Minnesota Timberwolves,2019-03-29,45,103,.437,14,38,.368,27,34,.794,24,131
Oklahoma City Thunder,2019-03-29,43,88,.489,8,27,.296,11,16,.688,17,105
Utah Jazz,2019-03-29,48,87,.552,14,32,.438,18,18,1.000,22,128
Brooklyn Nets,2019-03-30,38,83,.458,12,38,.316,22,28,.786,17,110
Chicago Bulls,2019-03-30,41,97,.423,9,30,.300,10,16,.625,15,101
Detroit Pistons,2019-03-30,37,86,.430,5,25,.200,20,26,.769,21,99
Houston Rockets,2019-03-30,39,83,.470,17,52,.327,24,27,.889,17,119
Indiana Pacers,2019-03-30,48,90,.533,9,24,.375,11,17,.647,18,116
Los Angeles Clippers,2019-03-30,53,85,.624,15,33,.455,11,16,.688,25,132
Minnesota Timberwolves,2019-03-30,39,86,.453,11,26,.423,20,25,.800,15,109
New York Knicks,2019-03-30,31,77,.403,9,38,.237,21,25,.840,16,92
Phoenix Suns,2019-03-30,43,81,.531,12,28,.429,17,23,.739,26,115
Atlanta Hawks,2019-03-31,52,118,.441,22,61,.361,10,17,.588,13,136
Denver Nuggets,2019-03-31,35,93,.376,7,36,.194,13,20,.650,18,90
Golden State Warriors,2019-03-31,53,88,.602,21,33,.636,10,12,.833,19,137
Los Angeles Clippers,2019-03-31,36,75,.480,7,27,.259,34,38,.895,23,113
New Orleans Pelicans,2019-03-31,38,83,.458,8,31,.258,18,21,.857,16,102
Oklahoma City Thunder,2019-03-31,38,98,.388,11,43,.256,16,22,.727,21,103
San Antonio Spurs,2019-03-31,44,94,.468,8,27,.296,10,14,.714,22,106
Boston Celtics,2019-04-01,36,91,.396,17,40,.425,21,24,.875,18,110
Brooklyn Nets,2019-04-01,39,94,.415,16,44,.364,27,34,.794,26,121
Dallas Mavericks,2019-04-01,46,97,.474,12,32,.375,18,27,.667,22,122
Indiana Pacers,2019-04-01,42,77,.545,10,22,.455,17,22,.773,20,111
Minnesota Timberwolves,2019-04-01,47,96,.490,11,29,.379,17,19,.895,19,122
New York Knicks,2019-04-01,37,74,.500,18,38,.474,21,25,.840,18,113
Phoenix Suns,2019-04-01,46,84,.548,13,37,.351,17,20,.850,22,122
Toronto Raptors,2019-04-01,42,84,.500,19,37,.514,18,22,.818,20,121
Utah Jazz,2019-04-01,38,79,.481,15,35,.429,20,26,.769,25,111
Golden State Warriors,2019-04-02,50,92,.543,13,34,.382,3,8,.375,21,116
Oklahoma City Thunder,2019-04-02,47,102,.461,13,44,.295,12,20,.600,14,119
Sacramento Kings,2019-04-02,42,95,.442,7,23,.304,14,20,.700,15,105
San Antonio Spurs,2019-04-02,42,80,.525,14,30,.467,19,22,.864,17,117
Atlanta Hawks,2019-04-03,48,92,.522,12,36,.333,22,28,.786,26,130
Brooklyn Nets,2019-04-03,41,86,.477,10,32,.313,13,21,.619,19,105
Dallas Mavericks,2019-04-03,43,94,.457,7,39,.179,15,19,.789,20,108
Denver Nuggets,2019-04-03,47,87,.540,12,33,.364,7,12,.583,20,113
Detroit Pistons,2019-04-03,31,80,.388,11,41,.268,16,24,.667,25,89
Los Angeles Clippers,2019-04-03,38,82,.463,8,26,.308,19,31,.613,22,103
Miami Heat,2019-04-03,39,95,.411,12,36,.333,12,20,.600,23,102
New Orleans Pelicans,2019-04-03,40,85,.471,15,41,.366,14,17,.824,27,109
Orlando Magic,2019-04-03,45,99,.455,11,32,.344,13,20,.650,16,114
Phoenix Suns,2019-04-03,42,91,.462,5,21,.238,8,13,.615,23,97
Portland Trail Blazers,2019-04-03,48,94,.511,10,31,.323,10,16,.625,14,116
Washington Wizards,2019-04-03,45,97,.464,5,27,.185,19,26,.731,18,114
Los Angeles Lakers,2019-04-04,37,104,.356,8,37,.216,8,14,.571,10,90
Philadelphia 76ers,2019-04-04,45,95,.474,18,36,.500,14,18,.778,26,122
Sacramento Kings,2019-04-04,48,97,.495,14,38,.368,7,10,.700,14,117
Charlotte Hornets,2019-04-05,44,94,.468,13,39,.333,12,14,.857,17,113
Dallas Mavericks,2019-04-05,41,96,.427,17,47,.362,13,21,.619,13,112
Denver Nuggets,2019-04-05,43,84,.512,7,27,.259,26,29,.897,19,119
Golden State Warriors,2019-04-05,46,87,.529,20,37,.541,8,8,1.000,21,120
Houston Rockets,2019-04-05,43,101,.426,22,59,.373,12,17,.706,21,120
Indiana Pacers,2019-04-05,38,92,.413,10,23,.435,11,19,.579,15,97
Los Angeles Clippers,2019-04-05,40,91,.440,10,29,.345,27,31,.871,22,117
Minnesota Timberwolves,2019-04-05,43,86,.500,8,24,.333,17,21,.810,18,111
Oklahoma City Thunder,2019-04-05,48,101,.475,12,29,.414,15,22,.682,24,123
Orlando Magic,2019-04-05,56,92,.609,18,37,.486,19,25,.760,24,149
Phoenix Suns,2019-04-05,51,104,.490,14,36,.389,17,21,.810,18,133
Utah Jazz,2019-04-05,44,85,.518,15,33,.455,16,25,.640,26,119
Washington Wizards,2019-04-05,42,88,.477,9,32,.281,19,22,.864,16,112
Chicago Bulls,2019-04-06,38,89,.427,8,25,.320,12,15,.800,22,96
Milwaukee Bucks,2019-04-06,49,88,.557,16,34,.471,14,21,.667,18,128
Boston Celtics,2019-04-07,42,89,.472,12,31,.387,12,14,.857,19,108
Cleveland Cavaliers,2019-04-07,31,79,.392,8,29,.276,20,27,.741,16,90
Detroit Pistons,2019-04-07,34,92,.370,10,41,.244,13,15,.867,18,91
Golden State Warriors,2019-04-07,53,97,.546,12,37,.324,13,15,.867,22,131
Houston Rockets,2019-04-07,53,100,.530,27,57,.474,16,21,.762,16,149
Indiana Pacers,2019-04-07,41,85,.482,10,27,.370,4,7,.571,18,96
Los Angeles Lakers,2019-04-07,46,89,.517,7,25,.280,14,21,.667,21,113
Memphis Grizzlies,2019-04-07,42,98,.429,19,44,.432,24,28,.857,24,127
Milwaukee Bucks,2019-04-07,40,91,.440,9,41,.220,26,34,.765,23,115
Minnesota Timberwolves,2019-04-07,46,85,.541,10,23,.435,24,29,.828,24,126
New York Knicks,2019-04-07,41,80,.513,17,34,.500,14,19,.737,14,113
Portland Trail Blazers,2019-04-07,41,89,.461,9,28,.321,24,29,.828,16,115
Sacramento Kings,2019-04-07,50,109,.459,16,40,.400,13,17,.765,13,129
Toronto Raptors,2019-04-07,39,87,.448,16,41,.390,23,27,.852,17,117
Chicago Bulls,2019-04-09,30,83,.361,7,22,.318,19,29,.655,18,86
Cleveland Cavaliers,2019-04-09,40,89,.449,11,30,.367,6,8,.750,18,97
Dallas Mavericks,2019-04-09,41,91,.451,16,40,.400,22,27,.815,24,120
Detroit Pistons,2019-04-09,35,88,.398,10,34,.294,20,28,.714,21,100
Los Angeles Lakers,2019-04-09,40,94,.426,10,29,.345,11,17,.647,19,101
Miami Heat,2019-04-09,46,87,.529,13,27,.481,17,23,.739,18,122
Minnesota Timberwolves,2019-04-09,38,91,.418,13,42,.310,11,14,.786,16,100
New Orleans Pelicans,2019-04-09,44,99,.444,9,33,.273,6,10,.600,15,103
Oklahoma City Thunder,2019-04-09,40,96,.417,16,41,.390,16,20,.800,19,112
Utah Jazz,2019-04-09,41,78,.526,10,27,.370,26,34,.765,21,118
Washington Wizards,2019-04-09,41,97,.423,14,39,.359,14,18,.778,18,110
Atlanta Hawks,2019-04-10,43,103,.417,17,41,.415,31,38,.816,25,134
Brooklyn Nets,2019-04-10,43,114,.377,21,58,.362,6,7,.857,13,113
Charlotte Hornets,2019-04-10,41,78,.526,8,29,.276,24,27,.889,14,114
Denver Nuggets,2019-04-10,39,87,.448,10,33,.303,11,17,.647,12,99
Los Angeles Clippers,2019-04-10,54,106,.509,12,28,.429,23,30,.767,27,143
Memphis Grizzlies,2019-04-10,48,98,.490,21,46,.457,15,18,.833,18,132
Milwaukee Bucks,2019-04-10,43,100,.430,15,46,.326,15,21,.714,14,116
New York Knicks,2019-04-10,31,77,.403,9,30,.300,18,25,.720,17,89
Philadelphia 76ers,2019-04-10,52,93,.559,12,26,.462,9,15,.600,11,125
Portland Trail Blazers,2019-04-10,53,91,.582,14,24,.583,16,22,.727,17,136
San Antonio Spurs,2019-04-10,41,88,.466,8,24,.333,15,18,.833,14,105
Los Angeles Clippers,2019-10-22,42,81,.519,11,31,.355,17,24,.708,25,112
Toronto Raptors,2019-10-22,42,103,.408,14,40,.350,32,38,.842,24,130
Brooklyn Nets,2019-10-23,48,101,.475,15,34,.441,15,26,.577,30,126
Charlotte Hornets,2019-10-23,45,88,.511,23,44,.523,13,16,.813,18,126
Dallas Mavericks,2019-10-23,35,76,.461,11,36,.306,27,33,.818,22,108
Indiana Pacers,2019-10-23,41,89,.461,8,21,.381,20,24,.833,28,110
Miami Heat,2019-10-23,40,85,.471,7,18,.389,33,39,.846,33,120
Orlando Magic,2019-10-23,37,86,.430,9,30,.300,11,19,.579,18,94
Philadelphia 76ers,2019-10-23,37,85,.435,7,29,.241,26,36,.722,34,107
Phoenix Suns,2019-10-23,49,98,.500,11,33,.333,15,18,.833,25,124
Portland Trail Blazers,2019-10-23,36,87,.414,7,28,.250,21,23,.913,25,100
San Antonio Spurs,2019-10-23,42,83,.506,7,21,.333,29,36,.806,18,120
Utah Jazz,2019-10-23,40,90,.444,6,24,.250,14,20,.700,31,100
Detroit Pistons,2019-10-24,35,85,.412,10,37,.270,20,22,.909,20,100
Golden State Warriors,2019-10-24,39,99,.394,15,42,.357,29,30,.967,21,122
Houston Rockets,2019-10-24,33,90,.367,16,48,.333,29,39,.744,25,111
Boston Celtics,2019-10-25,42,109,.385,13,38,.342,15,16,.938,20,112
Brooklyn Nets,2019-10-25,37,78,.474,16,37,.432,23,34,.676,26,113
Charlotte Hornets,2019-10-25,37,84,.440,12,29,.414,13,26,.500,29,99
Denver Nuggets,2019-10-25,36,92,.391,7,27,.259,29,36,.806,26,108
Los Angeles Lakers,2019-10-25,34,86,.395,8,26,.308,19,24,.792,21,95
Memphis Grizzlies,2019-10-25,39,94,.415,10,29,.345,14,20,.700,21,102
New Orleans Pelicans,2019-10-25,45,98,.459,15,41,.366,11,15,.733,22,116
Oklahoma City Thunder,2019-10-25,33,83,.398,5,23,.217,14,22,.636,18,85
Sacramento Kings,2019-10-25,37,87,.425,15,37,.405,23,27,.852,26,112
Atlanta Hawks,2019-10-26,43,84,.512,9,30,.300,8,15,.533,26,103
Chicago Bulls,2019-10-26,29,97,.299,9,35,.257,17,25,.680,22,84
Cleveland Cavaliers,2019-10-26,40,80,.500,11,31,.355,19,29,.655,20,110
Detroit Pistons,2019-10-26,41,76,.539,8,19,.421,21,36,.583,28,111
Houston Rockets,2019-10-26,43,94,.457,13,45,.289,27,30,.900,22,126
Milwaukee Bucks,2019-10-26,41,94,.436,17,54,.315,27,35,.771,32,126
New York Knicks,2019-10-26,31,82,.378,7,27,.259,26,34,.765,26,95
Phoenix Suns,2019-10-26,43,86,.500,17,43,.395,27,34,.794,34,130
San Antonio Spurs,2019-10-26,50,108,.463,10,28,.357,14,17,.824,19,124
Utah Jazz,2019-10-26,44,78,.564,18,37,.486,7,12,.583,22,113
Dallas Mavericks,2019-10-27,37,94,.394,13,50,.260,32,41,.780,22,119
Los Angeles Lakers,2019-10-27,49,93,.527,11,31,.355,11,14,.786,22,120
Memphis Grizzlies,2019-10-27,50,103,.485,14,33,.424,20,25,.800,29,134
Minnesota Timberwolves,2019-10-27,39,91,.429,13,45,.289,25,33,.758,17,116
Oklahoma City Thunder,2019-10-27,44,78,.564,15,32,.469,17,22,.773,26,120
Atlanta Hawks,2019-10-28,36,84,.429,9,27,.333,22,32,.688,25,103
Detroit Pistons,2019-10-28,37,81,.457,13,24,.542,9,10,.900,18,96
Houston Rockets,2019-10-28,39,90,.433,10,44,.227,28,33,.848,24,116
Los Angeles Clippers,2019-10-28,40,83,.482,12,33,.364,19,21,.905,24,111
Milwaukee Bucks,2019-10-28,48,92,.522,17,38,.447,16,24,.667,15,129
New Orleans Pelicans,2019-10-28,48,103,.466,15,47,.319,12,22,.545,20,123
New York Knicks,2019-10-28,38,91,.418,9,29,.310,20,32,.625,19,105
Phoenix Suns,2019-10-28,33,80,.413,13,34,.382,16,23,.696,31,95
Sacramento Kings,2019-10-28,36,91,.396,12,37,.324,10,16,.625,21,94
San Antonio Spurs,2019-10-28,41,85,.482,7,22,.318,24,32,.750,19,113
Toronto Raptors,2019-10-28,33,85,.388,10,39,.256,28,30,.933,20,104
Denver Nuggets,2019-10-29,43,91,.473,11,32,.344,9,13,.692,24,106
Los Angeles Lakers,2019-10-29,40,86,.465,7,26,.269,33,39,.846,19,120
Miami Heat,2019-10-29,33,73,.452,13,31,.419,33,45,.733,22,112
Boston Celtics,2019-10-30,41,92,.446,17,41,.415,17,21,.810,20,116
Brooklyn Nets,2019-10-30,41,93,.441,10,31,.323,16,26,.615,19,108
Cleveland Cavaliers,2019-10-30,41,78,.526,10,24,.417,25,31,.806,21,117
Golden State Warriors,2019-10-30,36,82,.439,8,28,.286,30,36,.833,22,110
Oklahoma City Thunder,2019-10-30,33,84,.393,4,27,.148,29,37,.784,21,99
Orlando Magic,2019-10-30,37,88,.420,12,32,.375,9,12,.750,17,95
Philadelphia 76ers,2019-10-30,43,92,.467,9,25,.360,22,28,.786,27,117
Sacramento Kings,2019-10-30,44,96,.458,14,46,.304,9,12,.750,19,111
Toronto Raptors,2019-10-30,51,86,.593,13,27,.481,10,12,.833,22,125
Utah Jazz,2019-10-30,44,80,.550,11,24,.458,11,16,.688,18,110
Washington Wizards,2019-10-30,57,91,.626,20,36,.556,24,29,.828,27,158
Atlanta Hawks,2019-10-31,36,88,.409,7,34,.206,18,26,.692,15,97
Los Angeles Clippers,2019-10-31,39,91,.429,5,26,.192,20,27,.741,23,103
New Orleans Pelicans,2019-10-31,41,77,.532,15,33,.455,25,32,.781,21,122
Boston Celtics,2019-11-01,33,74,.446,11,34,.324,27,29,.931,16,104
Brooklyn Nets,2019-11-01,42,85,.494,19,32,.594,20,28,.714,21,123
Chicago Bulls,2019-11-01,39,89,.438,16,40,.400,18,23,.783,18,112
Dallas Mavericks,2019-11-01,40,102,.392,14,36,.389,16,23,.696,21,110
Golden State Warriors,2019-11-01,39,84,.464,13,28,.464,19,21,.905,22,110
Indiana Pacers,2019-11-01,39,96,.406,5,27,.185,19,21,.905,24,102
Orlando Magic,2019-11-01,34,91,.374,12,37,.324,11,17,.647,16,91
Sacramento Kings,2019-11-01,41,84,.488,8,29,.276,12,17,.706,23,102
Detroit Pistons,2019-11-02,41,91,.451,8,27,.296,23,29,.793,18,113
Golden State Warriors,2019-11-02,34,77,.442,9,28,.321,10,13,.769,22,87
Memphis Grizzlies,2019-11-02,42,86,.488,9,28,.321,12,19,.632,23,105
Milwaukee Bucks,2019-11-02,41,89,.461,13,38,.342,20,25,.800,22,115
Oklahoma City Thunder,2019-11-02,41,90,.456,15,37,.405,18,23,.783,20,115
Orlando Magic,2019-11-02,37,86,.430,6,29,.207,7,11,.636,25,87
Portland Trail Blazers,2019-11-02,45,78,.577,19,34,.559,19,25,.760,21,128
Washington Wizards,2019-11-02,37,95,.389,12,35,.343,23,27,.852,18,109
Cleveland Cavaliers,2019-11-03,39,96,.406,18,48,.375,15,22,.682,14,111
Indiana Pacers,2019-11-03,40,85,.471,8,26,.308,20,27,.741,24,108
Los Angeles Clippers,2019-11-03,36,92,.391,7,32,.219,26,34,.765,25,105
Miami Heat,2019-11-03,47,89,.528,18,41,.439,17,22,.773,21,129
New York Knicks,2019-11-03,32,80,.400,8,31,.258,20,31,.645,23,92
San Antonio Spurs,2019-11-03,33,83,.398,6,25,.240,24,29,.828,18,96
Brooklyn Nets,2019-11-04,49,92,.533,16,41,.390,21,28,.750,18,135
Golden State Warriors,2019-11-04,42,86,.488,10,26,.385,33,36,.917,17,127
Memphis Grizzlies,2019-11-04,40,94,.426,3,25,.120,17,21,.810,21,100
Minnesota Timberwolves,2019-11-04,37,103,.359,13,43,.302,19,22,.864,23,106
Phoenix Suns,2019-11-04,41,77,.532,11,28,.393,21,27,.778,24,114
Washington Wizards,2019-11-04,43,93,.462,8,29,.276,21,25,.840,23,115
Atlanta Hawks,2019-11-05,43,90,.478,11,30,.367,11,16,.688,20,108
Chicago Bulls,2019-11-05,43,85,.506,14,32,.438,12,23,.522,21,112
Charlotte Hornets,2019-11-05,42,88,.477,10,31,.323,28,42,.667,17,122
Cleveland Cavaliers,2019-11-05,40,95,.421,13,33,.394,20,22,.909,18,113
Denver Nuggets,2019-11-05,45,86,.523,9,23,.391,10,16,.625,21,109
Oklahoma City Thunder,2019-11-05,37,86,.430,12,33,.364,16,20,.800,23,102
Atlanta Hawks,2019-11-06,30,74,.405,6,30,.200,27,35,.771,26,93
